wavelength continuum H1_lines metal_lines_Z1 metal_lines_Z2 metal_lines_Z3
328.0 8.10811e-38 0.0 0.0 0.0 0.0
338.0 8.10811e-38 0.0 0.0 0.0 0.0
348.0 8.10811e-38 0.0 0.0 0.0 0.0
357.0 8.10811e-38 0.0 0.0 0.0 0.0
366.0 8.10811e-38 0.0 0.0 0.0 0.0
375.0 8.10811e-38 0.0 0.0 0.0 0.0
385.0 8.10811e-38 0.0 0.0 0.0 0.0
395.0 8.10811e-38 0.0 0.0 0.0 0.0
405.0 8.10811e-38 0.0 0.0 0.0 0.0
414.0 8.10811e-38 0.0 0.0 0.0 0.0
422.0 8.10811e-38 0.0 0.0 0.0 0.0
430.0 8.10811e-38 0.0 0.0 0.0 0.0
441.0 8.10811e-38 0.0 0.0 0.0 0.0
451.0 8.10811e-38 0.0 0.0 0.0 0.0
460.0 8.10811e-38 0.0 0.0 0.0 0.0
470.0 8.10811e-38 0.0 0.0 0.0 0.0
480.0 8.10811e-38 0.0 0.0 0.0 0.0
490.0 8.10811e-38 0.0 0.0 0.0 0.0
500.0 8.10811e-38 0.0 0.0 0.0 0.0
506.0 8.10811e-38 0.0 0.0 0.0 0.0
512.0 8.10811e-38 0.0 0.0 0.0 0.0
520.0 8.10811e-38 0.0 0.0 0.0 0.0
530.0 8.10811e-38 0.0 0.0 0.0 0.0
540.0 8.10811e-38 0.0 0.0 0.0 0.0
550.0 8.10811e-38 0.0 0.0 0.0 0.0
560.0 8.10811e-38 0.0 0.0 0.0 0.0
570.0 8.10811e-38 0.0 0.0 0.0 0.0
580.0 8.10811e-38 0.0 0.0 0.0 0.0
590.0 8.10811e-38 0.0 0.0 0.0 0.0
600.0 8.10811e-38 0.0 0.0 0.0 0.0
610.0 8.10811e-38 0.0 0.0 0.0 0.0
620.0 8.10811e-38 0.0 0.0 0.0 0.0
630.0 8.10811e-38 0.0 0.0 0.0 0.0
640.0 8.10811e-38 0.0 0.0 0.0 0.0
650.0 8.10811e-38 0.0 0.0 0.0 0.0
658.0 8.10811e-38 0.0 0.0 0.0 0.0
665.0 8.10811e-38 0.0 0.0 0.0 0.0
675.0 8.10811e-38 0.0 0.0 0.0 0.0
685.0 8.10811e-38 0.0 0.0 0.0 0.0
695.0 8.10811e-38 0.0 0.0 0.0 0.0
705.0 8.10811e-38 0.0 0.0 0.0 0.0
716.0 8.10811e-38 0.0 0.0 0.0 0.0
726.0 8.10811e-38 0.0 0.0 0.0 0.0
735.0 8.10811e-38 0.0 0.0 0.0 0.0
745.0 8.10811e-38 0.0 0.0 0.0 0.0
755.0 8.10811e-38 0.0 0.0 0.0 0.0
765.0 8.10811e-38 0.0 0.0 0.0 0.0
775.0 8.10811e-38 0.0 0.0 0.0 0.0
785.0 8.10811e-38 0.0 0.0 0.0 0.0
795.0 8.10811e-38 0.0 0.0 0.0 0.0
805.0 8.10811e-38 0.0 0.0 0.0 0.0
815.0 8.10811e-38 0.0 0.0 0.0 0.0
825.0 8.10811e-38 0.0 0.0 0.0 0.0
835.0 8.10811e-38 0.0 0.0 0.0 0.0
845.0 8.10811e-38 0.0 0.0 0.0 0.0
855.0 8.10811e-38 0.0 0.0 0.0 0.0
865.0 8.10811e-38 0.0 0.0 0.0 0.0
875.0 8.10811e-38 0.0 0.0 0.0 0.0
885.0 8.10811e-38 0.0 0.0 0.0 0.0
895.0 8.10811e-38 0.0 0.0 0.0 0.0
905.0 8.10811e-38 0.0 0.0 0.0 0.0
915.0 8.10811e-38 0.0 0.0 0.0 0.0
925.0 8.10811e-38 0.0 0.0 0.0 0.0
935.0 8.10811e-38 0.0 0.0 0.0 0.0
945.0 8.10811e-38 0.0 0.0 0.0 0.0
955.0 8.10811e-38 0.0 0.0 0.0 0.0
965.0 8.10811e-38 0.0 0.0 0.0 0.0
975.0 8.10811e-38 0.0 0.0 0.0 0.0
985.0 8.10811e-38 0.0 0.0 0.0 0.0
995.0 8.10811e-38 0.0 0.0 0.0 0.0
1005.0 5.00576e-31 0.0 0.0 0.0 0.0
1015.0 5.72281e-31 0.0 0.0 0.0 0.0
1025.0 6.52621e-31 0.0 0.0 0.0 0.0
1035.0 7.42432e-31 0.0 0.0 0.0 0.0
1045.0 8.42604e-31 0.0 0.0 0.0 0.0
1055.0 9.5409e-31 0.0 0.0 0.0 0.0
1065.0 1.07791e-30 0.0 0.0 0.0 0.0
1075.0 1.21514e-30 0.0 0.0 0.0 0.0
1085.0 1.36693e-30 0.0 0.0 0.0 0.0
1095.0 1.53451e-30 0.0 0.0 0.0 0.0
1105.0 1.71915e-30 0.0 0.0 0.0 0.0
1115.0 1.92223e-30 0.0 0.0 0.0 0.0
1125.0 2.14519e-30 0.0 0.0 0.0 0.0
1135.0 2.38955e-30 0.0 0.0 0.0 0.0
1145.0 2.65689e-30 0.0 0.0 0.0 0.0
1155.0 2.94891e-30 0.0 0.0 0.0 0.0
1165.0 3.26736e-30 0.0 0.0 0.0 0.0
1175.0 3.61409e-30 0.0 0.0 0.0 0.0
1185.0 3.99103e-30 0.0 0.0 0.0 0.0
1195.0 4.4002e-30 0.0 0.0 0.0 0.0
1205.0 4.8437e-30 0.0 0.0 0.0 0.0
1215.0 5.32374e-30 0.0 0.0 0.0 0.0
1225.0 1.10803e-29 0.0 0.0 0.0 0.0
1235.0 1.34429e-29 0.0 0.0 0.0 0.0
1245.0 1.63423e-29 0.0 0.0 0.0 0.0
1255.0 1.98782e-29 0.0 0.0 0.0 0.0
1265.0 2.41601e-29 0.0 0.0 0.0 0.0
1275.0 2.93069e-29 0.0 0.0 0.0 0.0
1285.0 3.54455e-29 0.0 0.0 0.0 0.0
1295.0 4.27097e-29 0.0 0.0 0.0 0.0
1305.0 5.12381e-29 0.0 0.0 0.0 0.0
1315.0 6.11724e-29 0.0 0.0 0.0 0.0
1325.0 7.26554e-29 0.0 0.0 0.0 0.0
1335.0 8.58282e-29 0.0 0.0 0.0 3.12365e-27
1345.0 1.00828e-28 0.0 0.0 0.0 0.0
1355.0 1.17787e-28 0.0 0.0 0.0 0.0
1365.0 1.36828e-28 0.0 0.0 0.0 0.0
1375.0 1.58064e-28 0.0 0.0 0.0 0.0
1385.0 1.81594e-28 0.0 0.0 0.0 0.0
1395.0 2.07504e-28 0.0 0.0 0.0 0.0
1405.0 2.35864e-28 0.0 0.0 0.0 0.0
1415.0 2.66727e-28 0.0 0.0 0.0 0.0
1425.0 3.00129e-28 0.0 0.0 0.0 0.0
1435.0 3.36085e-28 0.0 0.0 0.0 0.0
1442.0 3.62774e-28 0.0 0.0 0.0 0.0
1447.0 3.82601e-28 0.0 0.0 0.0 0.0
1455.0 4.15635e-28 0.0 0.0 0.0 0.0
1465.0 4.59168e-28 0.0 0.0 0.0 0.0
1475.0 5.05138e-28 0.0 0.0 0.0 0.0
1485.0 5.53471e-28 0.0 0.0 0.0 0.0
1495.0 6.04076e-28 0.0 0.0 0.0 0.0
1505.0 6.56868e-28 0.0 0.0 0.0 0.0
1512.0 6.95059e-28 0.0 0.0 0.0 0.0
1517.0 7.22932e-28 0.0 0.0 0.0 0.0
1525.0 7.68508e-28 0.0 0.0 0.0 0.0
1535.0 8.2708e-28 0.0 0.0 0.0 0.0
1545.0 8.87294e-28 0.0 0.0 0.0 0.0
1555.0 9.48995e-28 0.0 0.0 0.0 0.0
1565.0 1.01203e-27 0.0 0.0 0.0 0.0
1575.0 1.07623e-27 0.0 0.0 0.0 0.0
1585.0 1.14143e-27 0.0 0.0 0.0 0.0
1595.0 1.20747e-27 0.0 0.0 0.0 0.0
1605.0 1.27419e-27 0.0 0.0 0.0 0.0
1615.0 1.34142e-27 0.0 0.0 0.0 0.0
1625.0 1.40901e-27 0.0 0.0 0.0 0.0
1635.0 1.4768e-27 0.0 0.0 0.0 0.0
1645.0 1.54464e-27 0.0 0.0 0.0 0.0
1655.0 1.6124e-27 0.0 0.0 0.0 0.0
1665.0 1.67992e-27 0.0 0.0 3.01401e-27 5.19658e-28
1672.0 1.72699e-27 0.0 0.0 0.0 0.0
1677.0 1.76048e-27 0.0 0.0 0.0 0.0
1685.0 1.8138e-27 0.0 0.0 0.0 0.0
1695.0 1.87991e-27 0.0 0.0 0.0 0.0
1705.0 1.94533e-27 0.0 0.0 0.0 0.0
1715.0 2.00995e-27 0.0 0.0 0.0 0.0
1725.0 2.07371e-27 0.0 0.0 0.0 0.0
1735.0 2.1365e-27 0.0 0.0 0.0 0.0
1745.0 2.19827e-27 0.0 0.0 0.0 0.0
1755.0 2.25895e-27 0.0 0.0 0.0 0.0
1765.0 2.31849e-27 0.0 0.0 0.0 0.0
1775.0 2.37684e-27 0.0 0.0 0.0 0.0
1785.0 2.43396e-27 0.0 0.0 0.0 0.0
1795.0 2.48982e-27 0.0 0.0 0.0 0.0
1805.0 2.5444e-27 0.0 0.0 0.0 0.0
1815.0 2.59768e-27 0.0 0.0 0.0 0.0
1825.0 2.64965e-27 0.0 0.0 0.0 0.0
1835.0 2.7003e-27 0.0 0.0 0.0 0.0
1845.0 2.74963e-27 0.0 0.0 0.0 0.0
1855.0 2.79765e-27 0.0 0.0 0.0 0.0
1865.0 2.84437e-27 0.0 0.0 0.0 0.0
1875.0 2.88981e-27 0.0 0.0 0.0 0.0
1885.0 2.93398e-27 0.0 0.0 0.0 0.0
1895.0 2.97691e-27 0.0 0.0 0.0 0.0
1905.0 3.01861e-27 0.0 0.0 0.0 1.04081e-26
1915.0 3.05913e-27 0.0 0.0 0.0 0.0
1925.0 3.0985e-27 0.0 0.0 0.0 0.0
1935.0 3.13674e-27 0.0 0.0 0.0 0.0
1945.0 3.1739e-27 0.0 0.0 0.0 0.0
1955.0 3.21e-27 0.0 0.0 0.0 0.0
1967.0 3.25201e-27 0.0 0.0 0.0 0.0
1976.0 3.2826e-27 0.0 0.0 0.0 0.0
1984.0 3.30917e-27 0.0 0.0 0.0 0.0
1995.0 3.34478e-27 0.0 0.0 0.0 0.0
2005.0 3.37627e-27 0.0 0.0 0.0 0.0
2015.0 3.40697e-27 0.0 0.0 0.0 0.0
2025.0 3.43692e-27 0.0 0.0 0.0 0.0
2035.0 3.46617e-27 0.0 0.0 0.0 0.0
2045.0 3.49476e-27 0.0 0.0 0.0 0.0
2055.0 3.52274e-27 0.0 0.0 0.0 0.0
2065.0 3.55015e-27 0.0 0.0 0.0 0.0
2074.0 3.57437e-27 0.0 0.0 0.0 0.0
2078.0 3.58501e-27 0.0 0.0 0.0 0.0
2085.0 3.60345e-27 0.0 0.0 0.0 0.0
2095.0 3.62942e-27 0.0 0.0 0.0 0.0
2105.0 3.655e-27 0.0 0.0 0.0 0.0
2115.0 3.68022e-27 0.0 0.0 0.0 0.0
2125.0 3.70514e-27 0.0 0.0 0.0 0.0
2135.0 3.72979e-27 0.0 0.0 0.0 0.0
2145.0 3.75421e-27 0.0 0.0 0.0 7.33099e-28
2155.0 3.77844e-27 0.0 0.0 0.0 0.0
2165.0 3.80252e-27 0.0 0.0 0.0 0.0
2175.0 3.82649e-27 0.0 0.0 0.0 0.0
2185.0 3.85038e-27 0.0 0.0 0.0 0.0
2195.0 3.87423e-27 0.0 0.0 0.0 0.0
2205.0 3.89807e-27 0.0 0.0 0.0 0.0
2215.0 3.92194e-27 0.0 0.0 0.0 0.0
2225.0 3.94587e-27 0.0 0.0 0.0 0.0
2235.0 3.96989e-27 0.0 0.0 0.0 0.0
2245.0 3.99403e-27 0.0 0.0 0.0 0.0
2255.0 4.01832e-27 0.0 0.0 0.0 0.0
2265.0 4.0428e-27 0.0 0.0 0.0 0.0
2275.0 4.06748e-27 0.0 0.0 0.0 0.0
2285.0 4.09241e-27 0.0 0.0 0.0 0.0
2295.0 4.11759e-27 0.0 0.0 0.0 0.0
2305.0 4.14306e-27 0.0 0.0 0.0 0.0
2315.0 4.16884e-27 0.0 0.0 0.0 0.0
2325.0 4.19496e-27 0.0 0.0 0.0 2.49776e-26
2335.0 4.22144e-27 0.0 0.0 0.0 0.0
2345.0 4.2483e-27 0.0 0.0 0.0 0.0
2355.0 4.27556e-27 0.0 0.0 0.0 0.0
2365.0 4.30324e-27 0.0 0.0 0.0 0.0
2375.0 4.33137e-27 0.0 0.0 0.0 0.0
2385.0 4.35995e-27 0.0 0.0 0.0 0.0
2395.0 4.38902e-27 0.0 0.0 0.0 0.0
2405.0 4.41858e-27 0.0 0.0 0.0 0.0
2415.0 4.44865e-27 0.0 0.0 0.0 0.0
2425.0 4.47925e-27 0.0 0.0 0.0 0.0
2435.0 4.5104e-27 0.0 0.0 0.0 0.0
2445.0 4.54211e-27 0.0 0.0 0.0 0.0
2455.0 4.57438e-27 0.0 0.0 0.0 0.0
2465.0 4.60724e-27 0.0 0.0 0.0 0.0
2475.0 4.64069e-27 0.0 0.0 0.0 0.0
2485.0 4.67474e-27 0.0 0.0 0.0 0.0
2495.0 4.70941e-27 0.0 0.0 0.0 0.0
2505.0 4.7447e-27 0.0 0.0 0.0 0.0
2513.0 4.77339e-27 0.0 0.0 0.0 0.0
2518.0 4.79153e-27 0.0 0.0 0.0 0.0
2525.0 4.8172e-27 0.0 0.0 0.0 0.0
2535.0 4.85442e-27 0.0 0.0 0.0 0.0
2545.0 4.8923e-27 0.0 0.0 0.0 0.0
2555.0 4.93085e-27 0.0 0.0 0.0 0.0
2565.0 4.97008e-27 0.0 0.0 0.0 0.0
2575.0 5.00999e-27 0.0 0.0 0.0 0.0
2585.0 5.05059e-27 0.0 0.0 0.0 0.0
2595.0 5.09189e-27 0.0 0.0 0.0 0.0
2605.0 4.95027e-27 0.0 0.0 0.0 0.0
2615.0 4.99318e-27 0.0 0.0 0.0 0.0
2625.0 5.03691e-27 0.0 0.0 0.0 0.0
2635.0 5.08145e-27 0.0 0.0 0.0 0.0
2645.0 5.12682e-27 0.0 0.0 0.0 0.0
2655.0 5.17302e-27 0.0 0.0 0.0 0.0
2665.0 5.22005e-27 0.0 0.0 0.0 0.0
2675.0 5.26794e-27 0.0 0.0 0.0 0.0
2685.0 5.31667e-27 0.0 0.0 0.0 0.0
2695.0 5.36627e-27 0.0 0.0 0.0 0.0
2705.0 5.41672e-27 0.0 0.0 0.0 0.0
2715.0 5.46805e-27 0.0 0.0 0.0 0.0
2725.0 5.52024e-27 0.0 0.0 0.0 0.0
2735.0 5.57331e-27 0.0 0.0 0.0 0.0
2745.0 5.62727e-27 0.0 0.0 0.0 0.0
2755.0 5.6821e-27 0.0 0.0 0.0 0.0
2765.0 5.73782e-27 0.0 0.0 0.0 0.0
2775.0 5.79444e-27 0.0 0.0 0.0 0.0
2785.0 5.85194e-27 0.0 0.0 0.0 0.0
2795.0 5.91034e-27 0.0 0.0 3.85862e-26 8.71303e-27
2805.0 5.96965e-27 0.0 0.0 0.0 0.0
2815.0 6.02985e-27 0.0 0.0 0.0 0.0
2825.0 6.09096e-27 0.0 0.0 0.0 0.0
2835.0 6.15298e-27 0.0 0.0 0.0 0.0
2845.0 6.21591e-27 0.0 0.0 0.0 0.0
2855.0 6.27975e-27 0.0 0.0 0.0 0.0
2865.0 6.34451e-27 0.0 0.0 0.0 0.0
2875.0 6.41019e-27 0.0 0.0 0.0 0.0
2885.0 6.47679e-27 0.0 0.0 0.0 0.0
2895.0 6.54431e-27 0.0 0.0 0.0 0.0
2910.0 6.64733e-27 0.0 0.0 0.0 0.0
2930.0 6.78794e-27 0.0 0.0 0.0 0.0
2950.0 6.93228e-27 0.0 0.0 0.0 0.0
2970.0 7.08035e-27 0.0 0.0 0.0 0.0
2990.0 7.23218e-27 0.0 0.0 0.0 0.0
3010.0 7.38778e-27 0.0 0.0 0.0 0.0
3030.0 7.54715e-27 0.0 0.0 0.0 0.0
3050.0 7.7103e-27 0.0 0.0 0.0 0.0
3070.0 7.87723e-27 0.0 0.0 0.0 0.0
3090.0 8.04796e-27 0.0 0.0 0.0 0.0
3110.0 8.22247e-27 0.0 0.0 0.0 0.0
3130.0 8.32371e-27 0.0 0.0 0.0 0.0
3150.0 8.46355e-27 0.0 0.0 0.0 0.0
3170.0 8.60543e-27 0.0 0.0 0.0 0.0
3190.0 8.74935e-27 0.0 0.0 0.0 0.0
3210.0 8.89528e-27 0.0 0.0 0.0 0.0
3230.0 9.04321e-27 0.0 0.0 0.0 0.0
3250.0 9.19311e-27 0.0 0.0 0.0 0.0
3270.0 9.34496e-27 0.0 0.0 0.0 0.0
3290.0 9.49876e-27 0.0 0.0 0.0 0.0
3310.0 9.65448e-27 0.0 0.0 0.0 0.0
3330.0 9.8121e-27 0.0 0.0 0.0 0.0
3350.0 9.97161e-27 0.0 0.0 0.0 0.0
3370.0 1.0133e-26 0.0 0.0 0.0 0.0
3390.0 1.02962e-26 0.0 0.0 0.0 0.0
3410.0 1.04612e-26 0.0 0.0 0.0 0.0
3430.0 1.06281e-26 0.0 0.0 0.0 0.0
3450.0 1.00682e-26 0.0 0.0 0.0 0.0
3470.0 1.02202e-26 0.0 0.0 0.0 0.0
3490.0 1.03737e-26 0.0 0.0 0.0 0.0
3510.0 1.05286e-26 0.0 0.0 0.0 0.0
3530.0 1.06851e-26 0.0 0.0 0.0 0.0
3550.0 1.0843e-26 0.0 0.0 0.0 0.0
3570.0 1.10024e-26 0.0 0.0 0.0 0.0
3590.0 1.11631e-26 0.0 0.0 0.0 0.0
3610.0 1.13253e-26 0.0 0.0 0.0 0.0
3630.0 1.14889e-26 0.0 0.0 0.0 0.0
3640.0 1.15712e-26 0.0 0.0 0.0 0.0
3650.0 2.51176e-27 0.0 0.0 0.0 0.0
3670.0 2.51509e-27 0.0 0.0 0.0 0.0
3690.0 2.35652e-27 7.18104e-28 0.0 0.0 0.0
3710.0 2.35778e-27 1.7117e-28 0.0 0.0 0.0
3730.0 2.35928e-27 0.0 5.42004e-26 1.98513e-25 3.33627e-25
3750.0 2.36102e-27 0.0 0.0 0.0 0.0
3770.0 2.36299e-27 0.0 0.0 0.0 0.0
3790.0 2.36519e-27 6.06501e-27 0.0 0.0 0.0
3810.0 2.36762e-27 0.0 0.0 0.0 0.0
3830.0 2.37028e-27 0.0 0.0 0.0 0.0
3850.0 2.37317e-27 0.0 0.0 0.0 0.0
3870.0 2.37628e-27 0.0 3.51982e-26 4.96355e-26 3.57948e-26
3890.0 2.37961e-27 0.0 2.44721e-26 2.31461e-26 1.28991e-26
3910.0 2.38316e-27 0.0 0.0 0.0 0.0
3930.0 2.38693e-27 0.0 0.0 0.0 0.0
3950.0 2.39091e-27 0.0 0.0 0.0 0.0
3970.0 2.3951e-27 0.0 3.39017e-26 3.5534e-26 1.99643e-26
3990.0 2.39951e-27 0.0 0.0 0.0 0.0
4010.0 2.40404e-27 0.0 0.0 0.0 0.0
4030.0 2.40872e-27 0.0 1.94079e-27 1.94079e-27 1.94079e-27
4050.0 2.41361e-27 0.0 0.0 0.0 0.0
4070.0 2.41869e-27 0.0 9.23768e-28 3.16721e-27 5.2787e-27
4090.0 2.42398e-27 0.0 0.0 0.0 0.0
4110.0 2.42945e-27 3.48546e-26 0.0 0.0 0.0
4130.0 2.43512e-27 0.0 0.0 0.0 0.0
4150.0 2.44098e-27 0.0 0.0 0.0 0.0
4170.0 2.44703e-27 0.0 0.0 0.0 0.0
4190.0 2.45326e-27 0.0 0.0 0.0 0.0
4210.0 2.45967e-27 0.0 0.0 0.0 0.0
4230.0 2.46627e-27 0.0 0.0 0.0 0.0
4250.0 2.47304e-27 0.0 0.0 0.0 0.0
4270.0 2.47999e-27 0.0 0.0 0.0 0.0
4290.0 2.48711e-27 0.0 0.0 0.0 0.0
4310.0 2.49441e-27 0.0 0.0 0.0 0.0
4330.0 2.50188e-27 0.0 0.0 0.0 0.0
4350.0 2.50952e-27 7.05509e-26 0.0 0.0 0.0
4370.0 2.51732e-27 0.0 1.65831e-26 1.00412e-26 1.52139e-27
4390.0 2.52528e-27 0.0 0.0 0.0 0.0
4410.0 2.53341e-27 0.0 0.0 0.0 0.0
4430.0 2.5417e-27 0.0 0.0 0.0 0.0
4450.0 2.55015e-27 0.0 0.0 0.0 0.0
4470.0 2.55876e-27 0.0 5.7305e-27 5.7305e-27 7.95908e-27
4490.0 2.56752e-27 0.0 0.0 0.0 0.0
4510.0 2.57647e-27 0.0 0.0 0.0 0.0
4530.0 2.5856e-27 0.0 0.0 0.0 0.0
4550.0 2.59488e-27 0.0 0.0 0.0 0.0
4570.0 2.60431e-27 0.0 0.0 0.0 0.0
4590.0 2.61388e-27 0.0 0.0 0.0 0.0
4610.0 2.6236e-27 0.0 0.0 0.0 0.0
4630.0 2.63347e-27 0.0 0.0 0.0 0.0
4650.0 2.64348e-27 0.0 0.0 0.0 0.0
4670.0 2.65362e-27 0.0 0.0 0.0 0.0
4690.0 2.66391e-27 0.0 0.0 0.0 0.0
4710.0 2.67433e-27 0.0 1.76733e-27 2.47427e-27 0.0
4730.0 2.68489e-27 0.0 0.0 0.0 0.0
4750.0 2.69559e-27 0.0 0.0 0.0 0.0
4770.0 2.70641e-27 0.0 0.0 0.0 0.0
4790.0 2.71737e-27 0.0 0.0 0.0 0.0
4810.0 2.72846e-27 0.0 0.0 0.0 0.0
4830.0 2.73967e-27 0.0 0.0 0.0 0.0
4850.0 2.75101e-27 0.0 0.0 0.0 0.0
4870.0 2.76247e-27 0.0 1.88945e-25 1.88945e-25 1.88945e-25
4890.0 2.77406e-27 0.0 0.0 0.0 0.0
4910.0 2.78577e-27 0.0 0.0 0.0 0.0
4930.0 2.7976e-27 0.0 0.0 0.0 0.0
4950.0 2.80955e-27 0.0 2.14138e-25 3.15643e-25 2.7309e-25
4970.0 2.82161e-27 0.0 0.0 0.0 0.0
4990.0 2.8338e-27 0.0 0.0 0.0 0.0
5010.0 2.84609e-27 0.0 6.31687e-25 9.50231e-25 8.16056e-25
5030.0 2.8585e-27 0.0 0.0 0.0 0.0
5050.0 2.87102e-27 0.0 0.0 0.0 0.0
5070.0 2.88365e-27 0.0 0.0 0.0 0.0
5090.0 2.89639e-27 0.0 0.0 0.0 0.0
5110.0 2.90923e-27 0.0 0.0 0.0 0.0
5130.0 2.92219e-27 0.0 0.0 0.0 0.0
5150.0 2.93524e-27 0.0 0.0 0.0 0.0
5170.0 2.9484e-27 0.0 0.0 0.0 0.0
5190.0 2.96166e-27 0.0 6.4377e-28 2.14591e-27 6.4377e-27
5210.0 2.97503e-27 0.0 0.0 0.0 0.0
5230.0 2.98849e-27 0.0 0.0 0.0 0.0
5250.0 3.00205e-27 0.0 0.0 0.0 0.0
5270.0 3.0157e-27 0.0 0.0 0.0 0.0
5290.0 3.02945e-27 0.0 0.0 0.0 0.0
5310.0 3.0433e-27 0.0 0.0 0.0 0.0
5330.0 3.05724e-27 0.0 0.0 0.0 0.0
5350.0 3.07127e-27 0.0 0.0 0.0 0.0
5370.0 3.08539e-27 0.0 0.0 0.0 0.0
5390.0 3.0996e-27 0.0 0.0 0.0 0.0
5410.0 3.11389e-27 0.0 0.0 0.0 0.0
5430.0 3.12828e-27 0.0 0.0 0.0 0.0
5450.0 3.14275e-27 0.0 0.0 0.0 0.0
5470.0 3.1573e-27 0.0 0.0 0.0 0.0
5490.0 3.17194e-27 0.0 0.0 0.0 0.0
5510.0 3.18666e-27 0.0 0.0 0.0 0.0
5530.0 3.20146e-27 0.0 0.0 0.0 0.0
5550.0 3.21634e-27 0.0 0.0 0.0 0.0
5570.0 3.2313e-27 0.0 0.0 0.0 0.0
5590.0 3.24634e-27 0.0 0.0 0.0 0.0
5610.0 3.26146e-27 0.0 0.0 0.0 0.0
5630.0 3.27665e-27 0.0 0.0 0.0 0.0
5650.0 3.29191e-27 0.0 0.0 0.0 0.0
5670.0 3.30725e-27 0.0 0.0 0.0 0.0
5690.0 3.32266e-27 0.0 0.0 0.0 0.0
5710.0 3.3378e-27 0.0 0.0 0.0 0.0
5730.0 3.35297e-27 0.0 0.0 0.0 0.0
5750.0 3.36821e-27 0.0 0.0 0.0 2.63398e-27
5770.0 3.38351e-27 0.0 0.0 0.0 0.0
5790.0 3.39888e-27 0.0 0.0 0.0 0.0
5810.0 3.41431e-27 0.0 0.0 0.0 0.0
5830.0 3.4298e-27 0.0 0.0 0.0 0.0
5850.0 3.44535e-27 0.0 0.0 0.0 0.0
5870.0 3.46096e-27 0.0 2.63526e-26 2.96467e-26 3.84309e-26
